name,last_name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,code,player_id,club_id,country_of_birth,city_of_birth
,Lucas Furtado,0,2005-03-09,19,,Brazil,Goalkeeper,,,2024-12-31,,lucas-furtado,1087843,,,
Kauã,Santos,40,2003-04-11,21,1.96,Brazil,Goalkeeper,right,2023-08-29,2028-06-30,,kaua-santos,997861,,Brazil,"Vassouras, Rio de Janeiro"
,Pablo,23,1991-06-21,32,1.88,Brazil,Defender - Centre-Back,right,2024-02-02,2024-12-31,Nike,pablo,149577,,Brazil,São Luís
Agustín,Rossi,1,1995-08-21,28,1.93,Argentina,Goalkeeper,left,2023-07-01,2027-12-31,,agustin-rossi,352324,,Argentina,Buenos Aires
,Hugo Souza,1,1999-01-31,25,1.99,Brazil,Goalkeeper,right,2023-07-06,2024-06-30,adidas,hugo-souza,574901,,Brazil,Duque de Caxias
,Denzel,0,2003-01-20,21,1.91,Brazil,Attack - Centre-Forward,right,2024-01-01,2024-12-31,,denzel,1022927,,Brazil,Taboão da Serra
,Vitor Hugo,0,2004-02-24,20,,Brazil,Attack,,,,,vitor-hugo,989599,,,
,Santos,23,1990-03-17,34,1.88,Brazil,Goalkeeper,right,2024-01-14,2026-12-31,Nike,santos,140811,,Brazil,Campina Grande
,Breno Herculano,18,1999-02-16,25,1.89,Brazil,Attack - Centre-Forward,right,2022-08-01,2025-12-31,,breno-herculano,978480,,Brazil,Vitória
,Fernandinho,0,1997-07-19,26,1.75,Brazil,Attack - Centre-Forward,right,2023-01-19,2024-11-30,,fernandinho,442818,,Brazil,São Luís
,Philippe Costa,0,2000-03-01,24,1.88,Brazil,Attack - Centre-Forward,right,2024-03-20,,,philippe-costa,585347,,Brazil,Goiânia
,Gabriel Novaes,0,1999-04-05,25,1.83,Brazil,Attack - Centre-Forward,right,2024-02-02,2024-12-31,Nike,gabriel-novaes,649055,,Brazil,São Paulo
,Nicolas,11,1989-10-04,34,1.8,Brazil,Attack - Centre-Forward,right,2024-01-01,,,nicolas,186408,,Brazil,Alegria
,Matheus Peixoto,99,1995-11-16,28,1.9,Brazil,Attack - Centre-Forward,right,2024-01-08,2025-01-31,,matheus-peixoto,518361,,Brazil,Rio de Janeiro
,Matheus Babi,22,1997-07-18,26,1.91,Brazil,Attack - Centre-Forward,right,2024-02-15,2024-12-31,adidas,matheus-babi,788861,,Brazil,Macaé
,Halerrandrio,7,2006-07-08,17,1.75,Brazil,Attack - Right Winger,right,,2026-12-31,,halerrandrio,1092628,,Brazil,Monte Alegre
,Pedro Junqueira,17,2004-03-23,20,1.82,Brazil,Attack - Right Winger,right,2022-01-01,2027-12-31,,pedro-junqueira,1022057,,Brazil,Nerópolis
,Wendell,0,2004-02-14,20,1.72,Brazil,Attack - Right Winger,right,2024-04-19,,,wendell,1074482,,Brazil,Salvador
,Matheusinho,0,1998-07-29,25,1.76,Brazil,Attack - Right Winger,left,2024-04-16,,,matheusinho,688773,,Brazil,São Paulo
,Luiz Filipe,0,2001-05-28,22,1.74,Brazil,Attack - Right Winger,right,2023-08-04,2024-12-31,,luiz-filipe,837534,,Brazil,Carmésia
,Allano,0,1995-04-24,29,1.82,Brazil,Attack - Right Winger,left,2024-04-19,2024-12-31,,allano,376441,,Brazil,Rio de Janeiro
,Anderson Oliveira,70,1998-07-16,25,1.69,Brazil,Attack - Left Winger,right,2024-03-01,,,anderson-oliveira,594550,,Brazil,Sinop
,Alesson,0,1999-02-16,25,1.73,Brazil,Attack - Right Winger,right,2021-06-18,2025-12-31,,alesson,480225,,Brazil,Guarulhos
,Apodi,0,1986-12-13,37,1.72,Brazil,Attack - Right Winger,right,2024-01-01,2024-12-31,,apodi,59930,,Brazil,Apodi
,Vinícius,7,1993-08-03,30,1.79,Brazil,Attack - Left Winger,right,2024-04-12,2024-11-30,,vinicius,146020,,Brazil,São Paulo
,Ariel,0,1998-07-04,25,1.78,Brazil,Midfield - Attacking Midfield,right,2024-04-05,,,ariel,980864,,Brazil,Erechim
,Alan Stence,0,2002-07-03,21,1.82,Brazil,Midfield - Attacking Midfield,left,2024-02-08,2024-12-31,,alan-stence,1074474,,Brazil,Araras
,Diego Gonçalves,0,1994-09-22,29,1.82,Brazil,Attack - Left Winger,right,2021-06-10,2024-06-30,,diego-goncalves,405720,,Brazil,Guarujá
,Dodô,0,2001-06-15,22,1.71,Brazil,Midfield - Attacking Midfield,right,2024-01-15,2024-12-31,,dodo,978117,,Brazil,Angra dos Reis
,Carlos Maia,25,2001-05-02,23,1.86,Brazil,Midfield - Attacking Midfield,both,2024-03-07,2024-12-31,,carlos-maia,977534,,Brazil,Cabo Santo Agostinho
Julián,Palacios,10,1999-02-04,25,1.69,Argentina,Midfield - Attacking Midfield,right,2024-01-27,2025-06-30,,julian-palacios,728262,,Argentina,General Pico
,Guilherme,40,1991-05-21,33,1.74,Brazil,Midfield - Attacking Midfield,left,2024-02-06,2025-12-31,,guilherme,139607,,Brazil,Três Rios
,João Paulo,0,2003-01-22,21,1.86,Brazil,Midfield - Attacking Midfield,right,2024-03-18,,,joao-paulo,863127,,Brazil,Anápolis
,Kauan,37,2005-04-16,19,1.74,Brazil,Midfield - Central Midfield,right,2024-01-01,2028-06-30,,kauan,1074479,,Brazil,Caxias
,Diego,20,1995-10-31,28,1.75,Brazil,Midfield - Central Midfield,right,2021-05-14,2024-12-31,,diego,548846,,Brazil,Macaé
,Everton Morelli,40,1997-11-04,26,1.85,Brazil,Midfield - Central Midfield,right,2024-04-08,2024-12-31,,everton-morelli,525256,,Brazil,Batatais
,Marquinhos Gabriel,10,1990-07-21,33,1.74,Brazil,Midfield - Attacking Midfield,left,2023-03-06,2024-12-31,,marquinhos-gabriel,100091,,Brazil,Selbach
Raphael,Guzzo,80,1995-01-06,29,1.78,Portugal,Midfield - Central Midfield,right,2024-01-10,,adidas,raphael-guzzo,197880,,Brazil,São Paulo
,Jhonny Lucas,21,2000-02-21,24,1.7,Brazil,Midfield - Central Midfield,right,2022-08-12,2024-12-31,,jhonny-lucas,540990,,Brazil,Curitiba
,Zé Ricardo,6,1999-02-03,25,1.8,Brazil,Midfield - Defensive Midfield,right,2024-01-08,2025-01-31,,ze-ricardo,600549,,Brazil,Rio de Janeiro
,Nathan Melo,70,2001-03-20,23,1.86,Brazil,Midfield - Defensive Midfield,right,2022-01-01,2025-12-31,,nathan-melo,880248,,Brazil,Goiânia
Eduardo,Simioni,0,2003-05-01,21,1.82,Brazil,Midfield - Defensive Midfield,right,2024-05-13,,,eduardo-simioni,1074483,,Brazil,Nova Santa Rita
,Andrey,28,2003-06-11,20,,Brazil,Midfield - Defensive Midfield,,2024-01-09,,,andrey,1074481,,,
,Luís Oyama,5,1997-01-30,27,1.71,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2024-12-31,,luis-oyama,555277,,Brazil,São José do Rio Preto
,Willian Oliveira,29,1993-05-16,31,1.79,Brazil,Midfield - Defensive Midfield,right,2024-01-11,2024-12-31,,willian-oliveira,252900,,Brazil,Junqueirópolis
,Diego Caito,22,2004-06-07,19,1.8,Brazil,Defender - Right-Back,right,2024-01-15,2024-12-31,,diego-caito,1092620,,Brazil,São Paulo
,Felipe,94,1994-04-10,30,1.84,Brazil,Midfield - Defensive Midfield,right,2023-07-20,2024-12-31,,felipe,508930,,Brazil,Maranguape
,Fellipe Bastos,14,1990-02-01,34,1.78,Brazil,Midfield - Central Midfield,right,2024-03-27,,,fellipe-bastos,31127,,Brazil,Rio de Janeiro
,Meritão,5,1994-06-23,29,1.86,Brazil,Midfield - Defensive Midfield,left,2024-01-25,2024-12-31,,meritao,646432,,Brazil,Monte Alto
,Maguinho,0,1992-01-06,32,1.75,Brazil,Defender - Right-Back,right,2024-01-16,2024-12-31,,maguinho,350766,,Brazil,Dores do Turvo
,Xavier,0,2004-02-20,20,1.74,Brazil,Defender - Left-Back,left,,,,xavier,989591,,,
,Bruno Santos,13,1993-02-07,31,1.82,Brazil,Defender - Right-Back,right,2024-01-04,2025-05-31,,bruno-santos,333633,,Brazil,Rio de Janeiro
,Hugo,46,1997-08-29,26,1.79,Brazil,Defender - Left-Back,left,2024-01-11,2026-12-31,,hugo,730708,,Brazil,Arapiraca
,Sander,6,1990-10-03,33,1.77,Brazil,Defender - Left-Back,left,2023-01-01,2024-12-31,,sander,353722,,Brazil,Corumbá de Goiás
,Da Silva,0,2001-02-07,23,1.92,Brazil,Defender - Centre-Back,right,2024-01-19,,,da-silva,863104,,Brazil,Goiânia
,Daniel Nolasco,0,2004-12-26,19,1.88,Brazil,Defender - Centre-Back,right,,2026-06-30,,daniel-nolasco,1092622,,Brazil,Luziânia
,Mina,0,2003-03-12,21,1.87,Brazil,Defender - Centre-Back,right,2024-04-01,,,mina,1074478,,Brazil,Ceilândia
,Eduardo Thuram,0,1997-10-07,26,1.89,Brazil,Defender - Centre-Back,left,2024-04-18,,,eduardo-thuram,737098,,Brazil,Japeri
,Sidimar,34,1992-07-09,31,1.85,Brazil,Defender - Centre-Back,right,2022-04-29,2024-12-31,,sidimar,129119,,Brazil,São José do Cedro
,Yan Souto,3,2001-10-05,22,1.88,Brazil,Defender - Centre-Back,right,2022-03-08,2024-12-31,,yan-souto,979629,,Brazil,Campo Grande
,Edu,0,2000-06-16,23,1.85,Brazil,Defender - Centre-Back,right,2024-01-01,2024-12-31,,edutm,371250,,Brazil,Belo Horizonte
,Matheus Alves,0,1994-12-15,29,1.9,Brazil,Goalkeeper,right,2024-01-12,,,matheus-alves,363772,,Brazil,Brazlândia
,Bruno Melo,26,1992-10-26,31,1.83,Brazil,Defender - Centre-Back,left,2024-02-02,2024-12-31,,bruno-melo,538230,,Brazil,Paracuru
,Marcelo Rangel,0,1988-05-17,36,1.86,Brazil,Goalkeeper,right,2024-01-01,,,marcelo-rangel,412610,,Brazil,Marechal Cândido Rondon
,Ronald,0,2002-08-10,21,1.67,Brazil,Attack,right,2023-02-07,,,ronald,923256,,,
,Heron,34,2000-08-17,23,1.86,Brazil,Defender - Centre-Back,left,2024-01-18,2024-12-31,,heron,697401,,Brazil,Rio de Janeiro
,Ezequiel Oliveira,0,2003-06-13,20,1.85,Brazil,Goalkeeper,left,2024-04-01,2024-11-30,,ezequiel-oliveira,689579,,Brazil,Pouso Alegre
,Lucas Halter,3,2000-05-02,24,1.88,Brazil,Defender - Centre-Back,right,2024-01-11,2027-12-31,,lucas-halter,468302,,Brazil,Salto
,Tadeu,23,1992-02-04,32,1.84,Brazil,Goalkeeper,right,2020-01-01,2026-12-31,,tadeu,258367,,Brazil,Joaquim Távora
,Derik Lacerda,22,1999-09-27,24,1.91,Brazil,Attack - Centre-Forward,left,2024-01-15,2028-12-31,,derik-lacerda,700933,,Brazil,Rio de Janeiro
Isidro,Pitta,9,1999-08-14,24,1.83,Paraguay,Attack - Centre-Forward,right,2023-01-01,2026-12-31,,isidro-pitta,675178,,Paraguay,Asunción
,Jadson,0,2005-08-10,18,,Brazil,Attack - Right Winger,,,,,jadson,1094414,,,
,Deyverson,16,1991-05-08,33,1.87,Brazil,Attack - Centre-Forward,left,2022-08-05,2024-12-31,adidas,deyverson,243541,,Brazil,Santa Margarida
,Jonathan Cafu,7,1991-07-10,32,1.75,Brazil,Attack - Right Winger,right,2024-01-01,2024-12-31,,jonathan-cafu,347100,,Brazil,Piracicaba
,Emerson Negueba,0,2000-11-24,23,1.75,Brazil,Attack - Right Winger,right,2024-01-01,2024-12-31,,emerson-negueba,858495,,Brazil,Boqueirão
Wellington,Silva,37,1993-01-06,31,1.7,Brazil,Attack - Right Winger,right,2024-01-18,,,wellington-silva,121990,,Brazil,Rio de Janeiro
,Iury Castilho,7,1995-09-06,28,1.85,Brazil,Attack - Centre-Forward,right,2023-07-26,2024-12-31,,iury-castilho,366450,,Brazil,Rio de Janeiro
,Gabryel Freitas,0,2002-10-28,21,1.68,Brazil,Attack - Left Winger,right,2022-08-19,2026-12-31,,gabryel-freitas,973567,,Brazil,Santana de Parnaíba
,Pablinho,82,2003-09-20,20,1.72,Brazil,Attack - Left Winger,right,2024-02-22,,,pablinho,1093320,,,
Nicolás,Quagliata,68,1999-06-05,24,1.72,Uruguay,Attack - Left Winger,right,2023-01-01,2026-06-30,,nicolas-quagliata,733083,,Uruguay,Montevideo
,Clayson,25,1995-03-19,29,1.66,Brazil,Attack - Left Winger,right,2023-07-03,2025-12-31,,clayson,392809,,Brazil,Botucatu
Pablo,Ceppelini,10,1991-09-11,32,1.79,Uruguay,Midfield - Attacking Midfield,right,2024-01-27,2024-12-31,,pablo-ceppelini,159773,,Uruguay,Montevideo
,Denilson,27,2001-03-23,23,1.8,Brazil,Midfield - Central Midfield,right,2023-01-13,2027-12-31,,denilson,808507,,Brazil,Nazaré do Piauí
,Vinícius Boff,0,1999-02-10,25,1.73,Brazil,Midfield - Attacking Midfield,left,2024-01-03,2024-06-30,,vinicius-boff,982672,,Brazil,Rondonópolis
,Luiz Felipe,17,2004-08-07,19,1.78,Brazil,Midfield - Central Midfield,,2024-01-19,,,luiz-felipe,1092749,,,
,Lucas Cardoso,32,2000-08-03,23,1.89,Brazil,Midfield - Attacking Midfield,right,2024-02-14,2024-12-31,,lucas-cardoso,931076,,Brazil,Poxoréu
,Rafael Gava,8,1993-05-20,31,1.78,Brazil,Midfield - Attacking Midfield,right,2024-04-17,,,rafael-gava,411563,,Brazil,Americana
,Calebe Costa,0,2003-06-07,20,1.87,Brazil,Midfield - Defensive Midfield,right,2024-04-15,,,calebe-costa,1033501,,Brazil,Lages
,Rodriguinho,0,1988-03-27,36,1.77,Brazil,Midfield - Attacking Midfield,right,2023-04-05,,,rodriguinho,77059,,Brazil,Natal
,Marco Antônio,0,2003-05-17,21,,Brazil,Midfield,,2024-05-07,,,marco-antonio,1075067,,,
,Fernando Sobral,88,1994-12-17,29,1.78,Brazil,Midfield - Central Midfield,right,2023-01-01,2026-12-31,,fernando-sobral,350342,,Brazil,Sobral
,Victor Yan,0,2001-04-09,23,1.8,Brazil,Midfield - Central Midfield,right,2024-01-23,2024-06-30,,victor-yan,432160,,Brazil,Taboão da Serra
,Raniele,14,1996-12-31,27,1.84,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2028-12-31,,raniele,546530,,Brazil,Baixa Grande
,Ronald,6,1997-06-18,26,1.71,Brazil,Midfield - Defensive Midfield,right,2024-04-18,2024-12-31,,ronald,688684,,Brazil,Belford Roxo
,Lucas Mineiro,30,1996-02-24,28,1.88,Brazil,Midfield - Defensive Midfield,left,2024-01-01,2026-12-31,,lucas-mineiro,432958,,Brazil,Belo Horizonte
,Ricardo Cerqueira,0,2002-12-29,21,1.84,Brazil,Defender - Right-Back,right,2023-01-20,,,ricardo-cerqueira,1066523,,Brazil,Santanópolis
,Filipe Augusto,5,1993-08-12,30,1.83,Brazil,Midfield - Defensive Midfield,left,2023-02-24,2024-12-31,,filipe-augusto,212899,,Brazil,Itambé
,PK,14,1994-07-05,29,1.81,Brazil,Defender - Left-Back,left,2024-01-11,2024-12-31,,pktm,373192,,Brazil,Madre de Deus
,Matheus Alexandre,2,1999-04-07,25,1.88,Brazil,Defender - Right-Back,right,2023-01-01,2025-12-31,,matheus-alexandre,617687,,Brazil,Marília
,Juan Pablo,63,2002-04-25,22,1.79,Brazil,Defender - Left-Back,left,2023-04-14,2024-12-31,,juan-pablo,933879,,Brazil,Nova Lima
,Mateusinho,0,1998-10-07,25,1.75,Brazil,Defender - Right-Back,right,2023-07-31,,,mateusinho,870778,,Brazil,Magé
,Vitão,0,2000-09-17,23,1.94,Brazil,Defender - Centre-Back,right,2024-01-11,2024-12-31,,vitao,982039,,Brazil,Cuiabá
,Rikelme,20,2003-07-16,20,1.84,Brazil,Defender - Left-Back,left,2023-01-01,2025-12-31,,rikelme,862358,,Brazil,Cuiabá
,Renan,0,2004-05-18,20,1.85,Brazil,Defender - Centre-Back,left,2023-02-01,,,renan,1095384,,Brazil,Santos
,Allyson,3,1990-10-23,33,1.84,Brazil,Defender - Centre-Back,right,2023-04-07,2024-12-31,,allyson,390695,,Brazil,São Paulo
,Marllon,4,1992-04-16,32,1.86,Brazil,Defender - Centre-Back,right,2021-03-08,2024-12-31,,marllon,166032,,Brazil,Rio de Janeiro
,João Maranini,0,2002-07-20,21,1.88,Brazil,Defender - Centre-Back,both,2023-01-01,2024-12-31,,joao-maranini,999797,,Brazil,Cuiabá
,Uendel,0,1988-10-08,35,1.79,Brazil,Defender - Left-Back,left,2024-01-01,,,uendel,74747,,Brazil,Araranguá
,Alan Empereur,33,1994-03-10,30,1.86,Brazil,Defender - Centre-Back,left,2021-09-01,2024-12-31,adidas,alan-empereur,169179,,Brazil,Ipatinga
,Peruchi,0,2003-06-09,20,1.9,Brazil,Goalkeeper,right,2024-02-06,,,peruchi,996695,,Brazil,Curitiba
,Vinicius Barreta,0,1999-04-16,25,1.9,Brazil,Goalkeeper,right,2024-01-01,,,vinicius-barreta,530392,,Brazil,Lages
,João Carlos,0,1988-04-06,36,1.91,Brazil,Goalkeeper,right,2024-01-01,2024-11-30,,joao-carlos,68408,,Brazil,Paranavaí
Maximiliano,Silvera,11,1997-09-05,26,1.76,Uruguay,Attack - Centre-Forward,right,2024-01-16,2025-12-31,,maximiliano-silvera,365827,,Uruguay,Pando
,Rwan Seco,99,2001-05-20,23,1.87,Brazil,Attack - Centre-Forward,right,2024-01-13,,adidas,rwan-seco,973569,,Brazil,Recife
,Walter,1,1987-11-18,36,1.88,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,,walter,269860,,Brazil,Jaú
,Bruno Mezenga,0,1988-08-08,35,1.85,Brazil,Attack - Centre-Forward,left,2024-04-30,,,bruno-mezenga,54044,,Brazil,Niterói
,Raniel,11,1996-06-11,27,1.8,Brazil,Attack - Centre-Forward,right,2024-01-09,,adidas,raniel,349583,,Brazil,Recife
,Marcos Leonardo,36,2003-05-02,21,1.77,Brazil,Attack - Centre-Forward,right,2024-01-04,2029-06-30,Nike,marcos-leonardo,668267,,Brazil,Itapetinga
Alfredo,Morelos,30,1996-06-21,27,1.77,Colombia,Attack - Centre-Forward,right,2023-09-04,2026-12-31,,alfredo-morelos,338962,,Colombia,Cereté
Julio,Furch,9,1989-07-29,34,1.88,Argentina,Attack - Centre-Forward,right,2023-07-26,2025-06-30,,julio-furch,149393,,Argentina,Winifreda
Stiven,Mendoza,11,1992-06-27,31,1.71,Colombia,Attack - Left Winger,left,2024-02-06,2025-06-30,Nike,stiven-mendoza,131101,,Colombia,Palmira
,Ângelo,23,2004-12-21,19,1.8,Brazil,Attack - Right Winger,left,2023-08-08,2024-06-30,adidas,angelo,743598,,Brazil,Brasília
,Lucas Barbosa,21,2001-02-22,23,1.94,Brazil,Attack - Right Winger,left,2024-01-03,2024-12-31,adidas,lucas-barbosa,816144,,Brazil,Bebedouro
,Weslley Patati,42,2003-10-01,20,1.72,Brazil,Attack - Right Winger,left,2023-08-01,2026-12-31,Nike,weslley-patati,959106,,Brazil,Presidente Dutra
,Lucas Braga,11,1996-11-10,27,1.84,Brazil,Attack - Left Winger,right,2024-01-01,2024-12-31,adidas,lucas-braga,606850,,Brazil,São Paulo
Yeferson,Soteldo,7,1997-06-30,26,1.6,Venezuela,Attack - Left Winger,right,2024-01-01,2024-12-31,New Balance,yeferson-soteldo,312294,,Venezuela,Acarigua
Gabriel,Carabajal,11,1990-12-09,33,1.78,Argentina,Midfield - Attacking Midfield,right,2023-08-30,2024-06-30,adidas,gabriel-carabajal,280157,,Argentina,Córdoba
,Balão,0,2003-01-07,21,,Brazil,Midfield - Central Midfield,,2024-03-01,2025-12-31,,balao,887479,,,
,Luan Dias,10,1997-07-31,26,1.81,Brazil,Midfield - Attacking Midfield,left,2024-04-10,2024-12-31,,luan-dias,739218,,Brazil,Santos
Daniel,Ruiz Rivera,18,2001-07-30,22,1.71,Colombia,Midfield - Attacking Midfield,left,2022-01-01,2025-12-31,adidas,daniel-ruiz-rivera,650833,,Colombia,Bogotá
,Camacho,0,1990-03-02,34,1.8,Brazil,Midfield - Central Midfield,right,2024-01-12,2024-11-30,adidas,camacho,97507,,Brazil,Rio de Janeiro
,Ed Carlos,0,2001-03-19,23,1.87,Brazil,Midfield - Central Midfield,left,2024-04-22,2024-07-31,adidas,ed-carlos,624870,,Brazil,São Paulo
,Lucas Lima,19,1990-07-09,33,1.76,Brazil,Midfield - Attacking Midfield,left,2024-02-01,2024-12-31,adidas,lucas-lima,232847,,Brazil,Marília
,Miguelito,47,2004-04-25,20,1.77,Bolivia,Midfield - Attacking Midfield,left,2023-04-01,2027-06-30,adidas,miguelito,1063811,,Bolivia,Santa Cruz de la Sierra
,Ivonei,0,2002-04-16,22,1.75,Brazil,Midfield - Central Midfield,right,,2025-06-30,Nike,ivonei,627232,,Brazil,Rondonópolis
,Nonato,15,1998-03-03,26,1.75,Brazil,Midfield - Central Midfield,right,2024-01-13,2026-12-31,adidas,nonato,546172,,Brazil,São Paulo
,Jean Lucas,6,1998-06-22,25,1.81,Brazil,Midfield - Central Midfield,right,2024-01-11,2028-12-31,,jean-lucas,578872,,Brazil,Rio de Janeiro
Tomás,Rincón,8,1988-01-13,36,1.75,Venezuela,Midfield - Defensive Midfield,right,2023-08-16,2026-12-31,,tomas-rincon,75942,,Venezuela,San Cristóbal
Rodrigo,Fernández,5,1996-01-03,28,1.74,Uruguay,Midfield - Defensive Midfield,right,2024-01-27,2024-12-31,,rodrigo-fernandez,458047,,Uruguay,Montevideo
,Dodi,17,1996-04-17,28,1.69,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2026-12-31,Nike,dodi,373174,,Brazil,Santo Antônio do Sudoeste
,Alison,25,1993-03-01,31,1.82,Brazil,Midfield - Defensive Midfield,right,2023-02-10,2024-12-31,Nike,alison,167825,,Brazil,Itanhaém
,Zanocelo,7,2001-01-30,23,1.85,Brazil,Midfield - Central Midfield,right,2024-01-30,2024-12-31,Nike,zanocelo,646404,,Brazil,Santo André
,Sandry,23,2002-08-30,21,1.7,Brazil,Midfield - Defensive Midfield,right,2019-07-01,2026-06-30,adidas,sandry,574768,,Brazil,Itabuna
,Vinicius Balieiro,17,1999-05-28,24,1.78,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2025-12-31,Nike,vinicius-balieiro,813108,,Brazil,Campinas
,Gabriel Inocêncio,12,1994-08-20,29,1.75,Brazil,Defender - Right-Back,right,2024-04-05,2024-12-31,,gabriel-inocencio,788402,,Brazil,São Paulo
,Nathan,22,2001-09-05,22,1.83,Brazil,Defender - Right-Back,right,2023-08-08,2024-06-30,,nathan,740273,,Brazil,Rio de Janeiro
,Júnior Caiçara,0,1989-04-27,35,1.73,Brazil,Defender - Right-Back,right,2024-04-01,,,junior-caicara,112062,,Brazil,São Paulo
,Kevyson,38,2004-03-29,20,1.74,Brazil,Defender - Left-Back,left,2023-04-01,2026-12-31,,kevyson,1032891,,Brazil,Leopoldina
,Felipe Jonatan,36,1998-02-15,26,1.76,Brazil,Defender - Left-Back,left,2024-04-17,2027-04-30,adidas,felipe-jonatan,587786,,Brazil,Fortaleza
,Pedrinho,26,2002-06-24,21,1.8,Brazil,Defender - Left-Back,left,,2024-06-30,,pedrinho,984094,,Brazil,São Mateus
,Cadu,40,2002-02-21,22,1.72,Brazil,Defender - Right-Back,right,,2024-12-31,Nike,cadu,687678,,Brazil,Matão
Leonardo,Zabala,16,2002-05-23,21,1.88,Bolivia,Defender - Centre-Back,left,2024-01-01,2025-12-31,,leonardo-zabala,661852,,Bolivia,Santa Cruz de la Sierra
,Joaquim,6,1998-12-28,25,1.9,Brazil,Defender - Centre-Back,right,2023-02-05,2026-12-31,Nike,joaquim,860857,,Brazil,Muriaé
,Alex Nascimento,2,1999-05-10,25,1.89,Brazil,Defender - Centre-Back,left,2019-05-01,2024-12-31,Nike,alex-nascimento,628223,,Brazil,Ribeirão Preto
,Jair Cunha,32,2005-03-07,19,1.98,Brazil,Defender - Centre-Back,both,2024-01-01,2025-06-30,,jair-cunha,984096,,Brazil,Orlândia
,Lucas Pires,33,2001-03-24,23,1.82,Brazil,Defender - Left-Back,left,2023-07-25,2024-06-30,adidas,lucas-pires,927768,,Brazil,São Paulo
,João Lucas,2,1998-03-09,26,1.81,Brazil,Defender - Right-Back,right,2024-01-11,2024-12-31,Nike,joao-lucas,672292,,Brazil,Belo Horizonte
,João Basso,13,1997-01-13,27,1.87,Brazil,Defender - Centre-Back,right,2024-01-30,2024-06-30,,joao-basso,410183,,Brazil,Curitiba
,Maicon,4,1988-09-14,35,1.91,Brazil,Defender - Centre-Back,right,2023-07-01,2024-12-31,Mizuno,maicon,84695,,Brazil,Barretos
,Luiz Felipe,0,1993-09-09,30,1.89,Brazil,Defender - Centre-Back,right,2023-08-01,2024-12-31,Mizuno,luiz-felipe,373150,,Brazil,Tubarão
,Eduardo Bauermann,0,1996-02-13,28,1.87,Brazil,Defender - Centre-Back,right,2023-09-08,,adidas,eduardo-bauermann,294804,,Brazil,Estância Velha
,Diógenes,12,2001-01-06,23,1.9,Brazil,Goalkeeper,right,2021-07-01,2024-12-31,adidas,diogenes,907359,,Brazil,Itaperica da Serra
,Paulo Mazoti,50,2000-07-11,23,1.88,Brazil,Goalkeeper,right,,2024-12-31,Puma,paulo-mazoti,813111,,Brazil,Ribeirão Pires
,Vladimir,89,1989-07-16,34,1.91,Brazil,Goalkeeper,right,2024-01-16,2024-12-31,adidas,vladimir,98930,,Brazil,Ipiaú
,Cadu,42,2004-05-24,19,1.88,Brazil,Attack - Centre-Forward,right,2023-01-01,2027-12-31,,cadu,1083073,,Brazil,Divinópolis
,Alan Kardec,14,1989-01-12,35,1.9,Brazil,Attack - Centre-Forward,right,2022-07-18,2024-12-31,Nike,alan-kardec,53922,,Brazil,Barra Mansa
,Eduardo Sasha,19,1992-02-24,32,1.73,Brazil,Attack - Centre-Forward,right,2023-03-31,2025-12-31,adidas,eduardo-sasha,162883,,Brazil,Porto Alegre
,Isaac,41,2004-03-26,20,1.85,Brazil,Attack - Centre-Forward,both,2023-02-01,2028-12-31,,isaac,1083069,,Brazil,Governador Valadares
Eduardo,Vargas,11,1989-11-20,34,1.74,Chile,Attack - Centre-Forward,right,2020-11-09,2024-12-31,Nike,eduardo-vargas,89718,,Chile,Renca
,Alisson,45,2005-09-21,18,1.83,Brazil,Attack - Right Winger,left,2024-01-01,2027-12-31,Nike,alisson,1083070,,Brazil,Cachoeirinha
,Ademir,7,1995-02-16,29,1.72,Brazil,Attack - Right Winger,left,2023-04-01,2025-12-31,Nike,ademir,544259,,Brazil,São Paulo
,Hulk,7,1986-07-25,37,1.8,Brazil,Attack - Centre-Forward,left,2021-02-10,2026-12-31,adidas,hulk,80562,,Brazil,Campina Grande
,João Paulo,1,1995-06-29,28,1.88,Brazil,Goalkeeper,right,2014-07-01,2027-12-31,Puma,joao-paulo,275412,,Brazil,Dourados
Cristian,Pavón,21,1996-01-21,28,1.74,Argentina,Attack - Left Winger,right,2024-02-16,2026-12-31,adidas,cristian-pavon,373170,,Argentina,Anisacate
,Calebe,10,2000-04-30,24,1.73,Brazil,Midfield - Attacking Midfield,left,2023-02-05,2026-12-31,Nike,calebe,798114,,Brazil,Monte Azul
,Paulinho,10,2000-07-15,23,1.77,Brazil,Attack - Left Winger,right,2023-07-01,2026-12-31,Nike,paulinho,428791,,Brazil,Rio de Janeiro
,Hyoran,7,1993-05-25,30,1.74,Brazil,Midfield - Attacking Midfield,right,2024-01-08,2026-12-31,adidas,hyoran,338861,,Brazil,Chapecó
,Igor Gomes,17,1999-03-17,25,1.83,Brazil,Midfield - Attacking Midfield,right,2023-01-01,2026-12-31,adidas,igor-gomes,553459,,Brazil,São José do Rio Preto
